uuid,filename,flow,turbidity
1e152f1b-972f-4d53-9997-7e2abf0782bf,2203.jpg,0.0,
1e15d8da-da5a-41ef-8a47-0104a3a48b3b,738.jpg,1.0,1.0
1e1e50eb-82ec-4e2c-88ed-37c8c9546794,2928.jpg,0.0,
1e219b06-37b8-45a9-acaf-9c7648450786,2096.jpg,0.0,
1e261db0-6f32-4610-bb1e-20714dfae5b3,5793.jpg,0.0,
1e2667fa-d2e1-4014-8335-5c9225506f6d,14801.jpg,0.0,
1e28a5e9-04ba-4f22-8c17-729b9dca2c06,2942.jpg,1.0,6.0
1e2cd871-b4c3-4aac-ab3c-ccbac42b945b,2329.jpg,1.0,1.0
1e2e2930-a8c7-4e4a-b2e8-5402419dce6a,4817.jpg,1.0,1.0
1e39e2d4-7057-48e4-a3be-b09d6c62a948,17334.jpg,0.0,
1e3a0757-0767-4fd3-8cfa-ab01bcaf5753,2439.jpg,0.0,
1e3a73d0-279e-40be-945f-e979c79dab84,6344.jpg,1.0,1.0
1e3bc6d3-7ee6-4ecf-9be6-7bb1987359be,846.jpg,1.0,1.0
1e3c9f89-e43d-4e37-b785-683f4f665141,978.jpg,0.0,
1e461aaa-7358-4df1-b447-aa7688e7e250,5463.jpg,1.0,1.0
1e49b104-e3dd-4461-a283-3415be9a4ad1,678.jpg,1.0,1.0
1e4adeab-df96-4df9-a28f-0ceaba68a8d8,665.jpg,1.0,1.0
1e4b8ac7-a7e1-4939-9037-10761927c323,16829.jpg,0.0,
1e5a79bf-96da-4202-b473-c72fb39918f0,2833.jpg,1.0,1.0
1e5fdbc0-accd-4912-b8a0-3f6473090eec,3496.jpg,0.0,
1e628e3c-0ffa-4826-bd9c-cd8b2e507e9a,743.jpg,1.0,1.0
1e655629-8f74-43aa-82da-472c59046ac9,4552.jpg,0.0,
1e6883bb-2309-49b3-99d6-116a08efe586,6964.jpg,1.0,3.0
1e68b8a1-33c1-4561-84cc-6691150738ce,15243.jpg,0.0,
1e6a0bf3-744f-46f8-8c12-376b544eee62,6231.jpg,0.0,
1e6f1298-27e0-4222-b3f3-f454af892675,15336.jpg,1.0,2.0
1e785e3a-cc5c-4356-be9f-42b8719fa583,2596.jpg,0.0,
1e7962d4-c0b8-4b46-8032-897e779651e3,3487.jpg,0.0,
1e83b02e-72d5-42ee-9e3a-2ec946b9731f,795.jpg,0.0,
1e8c8693-0edc-4204-91ac-9f8cd4517833,1797.jpg,0.0,
1e93eebd-db65-4818-b1d5-39f0f6021429,5159.jpg,0.0,
1e948f70-5f5b-4871-bdbf-4062d15eed6e,15900.jpg,1.0,2.0
1e96167d-da48-4046-9212-c53d3561f99b,16594.jpg,1.0,2.0
1e9bc572-41de-408e-8186-7810cdaea400,3823.jpg,0.0,
1e9eb5b7-eaa6-4252-a8a8-61ab17a830bc,387.jpg,0.0,
1ea3b582-b743-4018-a1cd-0f831bc3ba69,4928.jpg,1.0,1.0
1ea66535-7017-43db-bad5-041bc8eab0ca,17190.jpg,0.0,
1ea955f5-347a-4a07-a8af-e79fa7916f48,6425.jpg,0.0,
1eb11006-f5ea-4954-9367-289b848a2b09,5647.jpg,0.0,
1eb1791d-a0d7-495b-b8c4-cecfed0718fa,16294.jpg,0.0,
1eb5e3f0-700c-4995-a8c8-c7e70b07ae3f,5747.jpg,0.0,
1eb5f4a8-5d24-4698-99ba-2ad59f9b884f,580.jpg,0.0,
1eb7f8df-10e3-4731-a077-754326475462,1465.jpg,1.0,2.0
1ebb12a7-82a3-4f9d-b3de-e355551153ab,874.jpg,1.0,1.0
1ebb3a47-b0bd-4037-aca9-da6d8427b8a3,1600.jpg,1.0,4.0
1ebc68e7-4918-4820-80c4-eb7e863ad6b4,1908.jpg,0.0,
1ebe0388-f033-48e2-980b-c3fd0b6669c3,1904.jpg,0.0,
1ec14327-8994-4d7a-b8fa-91667528db6a,2732.jpg,0.0,
1ecacc3b-289f-46cb-831d-b17d64e919ee,6698.jpg,1.0,1.0
1ed0f603-171e-4cba-ac25-34056fd82e48,71.jpg,1.0,5.0
1ed2208a-a314-4a8f-99e0-b9112919ccbc,508.jpg,1.0,4.0
1ed75172-231f-4884-8942-af97c690d873,17009.jpg,0.0,
1ed83afa-50f5-4618-9bfa-bf49c78afec4,2895.jpg,1.0,2.0
1edd085c-f29f-45a3-84eb-21466f459a62,16916.jpg,1.0,2.0
1ee547ee-acef-43cd-bd17-7ce444edaa17,3889.jpg,1.0,1.0
1eef470d-31b5-47d3-8f78-6f73fb6e6d80,17140.jpg,0.0,
1ef4f493-a33e-4b7e-b5cd-0394a096c9e0,15343.jpg,1.0,4.0
1ef6c845-8d8b-41a2-9c3b-031844c6e493,963.jpg,0.0,
1ef809b1-41e9-41c1-8ef2-33075ea73349,3156.jpg,1.0,3.0
1efcbe2d-091d-45fa-a8a0-ddab00c1b5c8,6242.jpg,1.0,2.0
1f015bd9-337e-45b7-9ef0-c66bda6105fd,14540.jpg,0.0,
1f0e25f4-5691-4f01-945f-ebc4e7619aa0,2844.jpg,1.0,7.0
1f0ee452-8939-48bc-bef0-f97f709705b4,17171.jpg,0.0,
1f115f49-d4d3-4ef1-8033-a2eb8129976a,294.jpg,1.0,4.0
1f188503-b86a-4154-9bc0-50f246f15416,17280.jpg,0.0,
1f2043fc-c3d8-4dd6-85be-16f6544c5b9b,14791.jpg,0.0,
1f29bb7b-c661-4263-be75-07189a01a16a,2364.jpg,0.0,
1f31513b-1131-48fd-9cd9-ba182a040a19,14162.jpg,0.0,
1f31b9d0-40ce-4626-9958-a477d9ccabef,17684.jpg,1.0,3.0
1f33be10-a9c8-4984-88b9-29b79387b139,2475.jpg,1.0,3.0
1f33d474-7600-4ac8-beb6-1923ba21bdcd,17413.jpg,1.0,4.0
1f38344e-033e-4ecc-a09e-f90730a33b47,15435.jpg,1.0,2.0
1f399125-5a0f-4520-bdf2-b1ea36f23829,6878.jpg,1.0,1.0
1f4310aa-9390-478e-8c2b-b49ec43f2ee0,6035.jpg,0.0,
1f43a61b-5194-441e-91fd-9f25e1f391b2,2430.jpg,0.0,
1f478b8e-57e0-42a2-a767-a6a5e34438c0,5349.jpg,0.0,
1f5b09d6-d0eb-4a64-8652-83bb69b4cb8c,3929.jpg,1.0,1.0
1f5bc243-8dca-43c8-8d67-33a7898a4f2a,3343.jpg,1.0,3.0
1f5de023-e92b-4049-9070-71eecb5822ae,14154.jpg,0.0,
1f5f11bc-45c0-4506-88b9-66535a61e459,15909.jpg,1.0,2.0
1f6797c8-b34b-431b-8a71-ecb705808d85,13989.jpg,1.0,3.0
1f6de547-a4a6-4ba0-aae3-cf67ad4d91d7,15617.jpg,1.0,2.0
1f72ff6c-8bc3-404e-a109-aa5adb0372e6,15182.jpg,0.0,
1f735e28-f84f-4b99-9123-3bc59895fac7,1351.jpg,0.0,
1f79d083-6adf-402a-bf76-2f84e51cd64a,3222.jpg,0.0,
1f7f1fc6-2dc1-4512-9694-da87827ebf5b,15958.jpg,1.0,2.0
1f815acc-71d4-460b-8425-b1312467df16,3547.jpg,0.0,
1f8d7ed4-7ad4-450c-a409-73c498c9fcce,14485.jpg,0.0,
1f921e05-1a79-444e-a8fa-23bb56385df8,1204.jpg,1.0,2.0
1f993259-36ad-49d9-9d21-b3fecf4aaf5a,17321.jpg,0.0,
1f9b9549-ed55-4f9d-9c1f-0377e6d05f9b,14383.jpg,0.0,
1f9d863b-bc73-4e2c-8b3f-a004f2b69fc2,3196.jpg,1.0,2.0
1f9e1dd9-62d3-4079-850a-d759d0ee9f16,1148.jpg,1.0,2.0
1f9e7455-59a5-4f0f-89bb-eb817daa172e,2264.jpg,1.0,1.0
1f9f1c68-53b6-4c4c-a574-bc6b614fde43,2782.jpg,0.0,
1fa160a2-7a3d-4ecd-9d42-bbc47484c350,2347.jpg,1.0,1.0
1fa45a82-9f2b-4341-80bc-2eb55cff7bc4,2055.jpg,0.0,
1fa63926-fb3b-497d-b570-9afdf1cb622b,53.jpg,0.0,
1fab13f4-c961-4e6e-8bc4-c6f3ae7de25b,16896.jpg,1.0,2.0
1fae60b2-34b0-4283-8e4a-7a5e978c611f,4566.jpg,0.0,
1fb89a1f-7082-4c46-a4ce-b56acaab1de1,3078.jpg,1.0,4.0
1fb98813-6594-47a4-b981-76c728918955,6133.jpg,0.0,
1fbd82e9-32d4-4398-be39-6d217f607d10,376.jpg,0.0,
1fc06002-ff6b-49d3-9efe-a7e4b9591391,1142.jpg,1.0,2.0
1fc17428-a10c-4ff7-b7e2-16ebc3d6232d,2778.jpg,0.0,
1fc271e5-7194-4657-a299-c5609f2b1c2e,6790.jpg,0.0,
1fd60996-5741-4e82-a640-261c5bcd1da4,1191.jpg,0.0,
1fd8bcff-73c1-4032-a7df-f2723ae1fa93,1925.jpg,0.0,
1fde4487-12a1-4ae5-b020-2f0d2c9c8146,984.jpg,1.0,7.0
1fe287cb-fbc9-49cb-946c-a9ba36d08cba,16720.jpg,1.0,2.0
1fe62b74-ad3f-4154-a4d1-382a6cb37762,2296.jpg,0.0,
1fe65ff2-6fe9-4591-8098-20891a01d152,3289.jpg,1.0,2.0
1fe75187-30bb-4eab-a547-a9b5690cb4b3,794.jpg,0.0,
1fed1e83-1d61-4f3e-9970-62a5302f834c,16923.jpg,1.0,1.0
1fee73fd-a61a-4947-bfa6-eb3e9b5d67af,16739.jpg,1.0,2.0
1ffc16e2-1268-4b03-9e69-688e55b391c2,2802.jpg,0.0,
2002f9c1-9ab5-4cc7-b7c9-be89db3bcd0a,4247.jpg,1.0,1.0
200e0fc1-885c-4b2b-ad4b-e6f8cbf4fbed,5597.jpg,0.0,
200fe2bf-b111-4e96-9977-2d14e0990508,2670.jpg,0.0,
2012c7c2-6670-41e8-8416-e228f3de5aba,2080.jpg,0.0,
201328a2-9987-4dfa-9550-107ac0ad2089,15134.jpg,0.0,
201332d3-289e-47e6-979f-87fa3cf6c2a9,1854.jpg,0.0,
2016c968-cfb7-4805-9c08-1c33d7559c76,2593.jpg,0.0,
20183d01-c5d5-42b0-af7e-5d3864d4c621,3277.jpg,0.0,
20212d16-56dc-4020-a2be-698ec7ba3a69,15598.jpg,1.0,2.0
2026b928-0db1-4afa-8fa5-3999d6dd25cb,13971.jpg,1.0,9.0
2030cdf9-0038-4b3b-a580-2978c9d0e466,961.jpg,0.0,
2031f5e1-4172-46fc-9ba6-46fbf64cef69,1694.jpg,0.0,
203a4dc7-56d7-4288-803d-77e91feb56b6,6513.jpg,0.0,
204276ec-e2b3-4df0-820a-15f7d9c022d9,14883.jpg,0.0,
20475c47-3ff9-4044-920b-33a61ea40b90,446.jpg,0.0,
204c5913-8f65-45a7-9f4b-16241c88f542,5572.jpg,1.0,1.0
20534534-c502-4721-91ad-c8cc1be54a09,2642.jpg,0.0,
205a9d9c-93c4-4cad-badf-2d1aec4f6971,2930.jpg,1.0,6.0
20722a94-15c2-4d91-be97-f98152f9c56a,3211.jpg,0.0,
2074e287-98f3-47c8-bada-082049a77dd4,14218.jpg,0.0,
208191a8-f191-491f-933e-e686ffa0d4c3,15798.jpg,1.0,4.0
2087e6be-b9a3-4f99-88ff-1ad2d7364f81,16238.jpg,0.0,
208b8039-8157-445a-9f34-57f7c61d5af5,4032.jpg,0.0,
208ee483-ef72-4a4e-81f1-34e781d2e94f,1466.jpg,1.0,2.0
2090a6e8-9640-4472-9d99-1b66b8283336,14474.jpg,0.0,
20912e38-62c5-4c72-b813-e2e9cf7a2672,15020.jpg,0.0,
20915761-337b-4c97-abd3-e7caeefdb603,1033.jpg,1.0,2.0
2093e1cc-0005-47b4-b990-704f3c18d2e1,4959.jpg,0.0,
20948c40-9083-48e0-9096-7388abc01f5b,342.jpg,1.0,1.0
20986899-3357-44ac-b964-3defa0f42112,3111.jpg,1.0,3.0
209f3c1d-bee2-4419-8cd5-293fd51936b2,3554.jpg,0.0,
209f6c1d-2c3b-449a-9ee3-96ca585b2fc1,13900.jpg,1.0,2.0
20b2c85f-392f-4174-b8cf-0a8b2210c6dc,4753.jpg,1.0,1.0
20b69b20-8603-44f7-b394-73ec2f06ad88,3438.jpg,0.0,
20bb2c38-db88-4b4c-8e56-d3d743b050e0,1067.jpg,0.0,
20c14098-ebc0-43e8-9d28-c101d62b85be,14399.jpg,0.0,
20c182d7-dd1f-4b45-aa29-f3a4e76dfd65,6316.jpg,1.0,1.0
20c706cc-11e8-486a-8391-5c6fd4575a22,2676.jpg,1.0,1.0
20c90696-b328-4d1e-8ce8-10e605f13c4c,158.jpg,1.0,3.0
20c9fd9b-0dd5-49c0-8522-975547e711bb,1942.jpg,0.0,
20cc61e6-e319-4d0e-aa3d-2196e918187d,1293.jpg,1.0,2.0
20d47266-5b0e-4e58-8ffa-758ff116462e,2420.jpg,0.0,
20d4a239-213c-476f-8f48-0819be17fee5,1768.jpg,1.0,1.0
20db1bc7-7586-47a9-8449-312652da48a9,5825.jpg,0.0,
20db8173-e5d9-4348-a34b-a6b2a8559e62,2697.jpg,0.0,
20e03763-74c7-4460-8974-e520c3ebe41c,2939.jpg,1.0,6.0
20e39c64-10e0-4a30-8bab-c61a7fe6bc9e,2739.jpg,0.0,
20e403d9-32bd-4a92-b5a9-1b8d6b853696,16314.jpg,1.0,3.0
20e822b1-7949-47c0-8678-af9e95918306,16057.jpg,1.0,2.0
20eccc1b-9baa-49e4-a339-e42f325a1d80,16270.jpg,0.0,
20f1dfa4-1d00-4afe-99fb-f7a2eae25811,224.jpg,0.0,
20f54374-de74-4353-9cab-66b3f15d7dae,621.jpg,0.0,
20fb5679-ee1e-49e4-a152-98565061c646,15660.jpg,1.0,2.0
20fc47ad-41b4-4316-8404-27384b6b08b3,1482.jpg,0.0,
20feaf65-84ef-499b-956c-6e030a8477b2,16509.jpg,1.0,2.0
210220be-303f-4370-ad1e-807f8cb8507e,15397.jpg,1.0,2.0
210b6de3-bad1-40ba-b66b-17dac3b1289e,16213.jpg,0.0,
210f62c0-74d3-4b6d-843b-eda19510d037,3169.jpg,1.0,3.0
2110f8a5-94e3-493f-b00c-c0cfb677a92f,705.jpg,1.0,1.0
21118e63-fabb-458d-912e-2b50829cf3f1,2653.jpg,0.0,
21169554-18de-41b4-a033-0323a83eec41,5594.jpg,1.0,1.0
2121cde6-1225-45d8-9bf9-eb7684f81f09,2969.jpg,1.0,5.0
2124a94f-cb8d-4a70-b1c2-c0fd791464b7,2010.jpg,0.0,
2126ad99-8afc-4afd-8a80-35e25f75ed46,1151.jpg,1.0,2.0
212a79dd-6cba-4a50-a48c-29958a218d03,4792.jpg,1.0,1.0
2130da21-6fbc-47c3-8327-8c9701370ce0,13958.jpg,1.0,1.0
2135be6e-fe96-496b-b5d4-e8ba3b5f4626,16204.jpg,0.0,
2136779d-f8bf-43ce-9a37-0f0e25799c78,16891.jpg,1.0,2.0
213ee7a2-3d4f-412d-b3e7-675a880d6c5d,3587.jpg,0.0,
214135f7-500d-402c-9a89-7d4c0184090e,6808.jpg,0.0,
2143747d-6acd-48e9-8a92-a834d227775a,13990.jpg,1.0,3.0
2147705c-5b7e-4a19-a97a-2fe2d67182c4,3607.jpg,0.0,
214c3585-7111-4864-a338-e2ff7a36d7dc,16928.jpg,1.0,1.0
214c459d-5524-42b1-afa4-c5a5ecba93b9,16913.jpg,1.0,2.0
214d597f-2b95-408e-bbaa-f519765b8a83,14323.jpg,0.0,
214f9f2b-da28-4997-82d0-29874dc94a02,3151.jpg,1.0,2.0
215e358d-8c3b-4655-8bf9-88012555a0b1,1059.jpg,0.0,
2163d78e-5dda-41cd-817a-3d9e8e76cead,13558.jpg,1.0,2.0
21640915-5eaf-4f19-92ce-6e0a44852e55,2405.jpg,1.0,1.0
216735ce-1cd9-4b9d-bb47-690a1714b99f,3183.jpg,1.0,2.0
216eb2e5-cbc3-4142-925f-ce4e10c45bff,13849.jpg,1.0,1.0
21722759-2bb8-40c7-bbeb-3dece65ac079,17273.jpg,0.0,
21724fc3-07df-44c7-95ef-4ce78b810cef,2965.jpg,1.0,5.0
2172cba9-301c-4d81-a168-88baaf7dc6b4,1316.jpg,0.0,
2177d855-746b-402a-ad76-c7c01cbc0d27,4575.jpg,0.0,
2183d84e-8de3-433f-aba0-d5a2fdbffd38,146.jpg,1.0,4.0
2189fdb7-876c-4876-8735-ef3368430f9a,4287.jpg,1.0,1.0
218a9556-24c4-4c1c-b4f7-8f27810159ee,2822.jpg,1.0,6.0
218c7480-8886-4f5f-ac61-295f53b765c3,6663.jpg,0.0,
21918c09-a3b6-4f90-abd0-3ae5520a6b7f,15575.jpg,1.0,2.0
2192aca4-3250-4424-bce3-3894880983b8,2047.jpg,0.0,
2194cce8-1f47-4d19-aada-b74698b20573,16599.jpg,1.0,2.0
2198e9f0-0997-443c-a8c1-1b91ba4d7148,5454.jpg,1.0,1.0
21ac6450-4030-4055-b17e-16e1ece3608e,4825.jpg,1.0,1.0
21aeda8e-4675-4150-9f01-303bb9a9048c,510.jpg,1.0,4.0
21b0ae12-3f3a-493e-a07e-cd8414287d46,17610.jpg,1.0,3.0
21b3a214-b4e1-4fc7-97d4-6b1a6a7693cc,16731.jpg,1.0,2.0
21b8363b-53ef-45e6-9376-7b6bee2da98c,578.jpg,1.0,5.0
21bbbd96-6f64-4f40-b219-2cd3a8ba8241,4177.jpg,1.0,2.0
21c76436-e934-4b7e-89dd-11441c9a61e6,14264.jpg,0.0,
21cb589a-1420-48d6-b5eb-89bba8c78ecf,14517.jpg,0.0,
21cead5f-2d34-43a1-b9ed-fde17af21c14,6636.jpg,0.0,
21d0f684-23bb-42d1-bf3c-5c0da5422d3d,16069.jpg,1.0,2.0
21d1cfae-ddb5-481b-b0b4-4257e814617e,5326.jpg,0.0,
21d1ea3d-e6ea-4d16-823e-2ecb2d4c031b,2519.jpg,1.0,4.0
21d29748-a269-4fba-b7c5-2dd88bc17dc3,1561.jpg,0.0,
21d613ec-4ea0-47c6-94ec-5f7ad6db151f,16504.jpg,1.0,2.0
21d79997-5e58-4461-ba39-8295c4e6c7ce,3091.jpg,1.0,1.0
21dae313-6482-431e-b49a-bec8b824e65c,17550.jpg,1.0,4.0
21dc57ec-3ac5-4a1f-a5fd-4dc5e3d33f4b,17071.jpg,0.0,
21e48f79-95e4-4c67-84c6-3135aa11f760,2398.jpg,1.0,1.0
21f26b4f-72e2-451e-bd21-0b41c9bab99f,572.jpg,1.0,2.0
21f355c5-ffce-4c2d-8416-d7e856a4c3d0,6745.jpg,0.0,
21f47ccf-2c40-4055-a12f-480c8fb8c335,3246.jpg,1.0,1.0
21f4faaa-2b0d-4493-82c8-f876b74f0cbb,6960.jpg,1.0,3.0
21f66502-8205-48e1-a77f-e16b92cf0331,14043.jpg,1.0,2.0
21f710ef-6163-47ee-bea5-13aa1873d8d6,986.jpg,1.0,8.0
21f88f2b-486c-49c8-823c-d1e6257be00f,3842.jpg,0.0,
21f921a2-acc6-49b8-b0a0-8a210f125c55,117.jpg,1.0,
21fc227e-19a4-4746-9c46-0862b65c4b3b,5668.jpg,0.0,
21fcc90b-3410-46bf-aa2f-169463f72e54,3924.jpg,1.0,1.0
21fd7a9d-8fbe-4a60-a795-ef98ae5750ac,14510.jpg,0.0,
220317da-3c6a-4cda-84b1-00f3a86b2f09,5495.jpg,1.0,1.0
220adc4c-b2c0-4409-a1b2-b8a554690e7c,5517.jpg,1.0,1.0
22112ec4-df2f-4709-9d5a-aba65c9271b5,498.jpg,0.0,
22133cbe-065f-43d4-8006-1e364f176ac9,5195.jpg,1.0,1.0
22169381-8ff2-4ea6-889a-83ad6319dcc2,4043.jpg,0.0,
22170e5c-88da-414f-b323-3cb24becb2bc,2588.jpg,0.0,
221d06c3-9eeb-42c5-890c-306c8ca626d8,2081.jpg,0.0,
2220379a-00bf-49ce-b5b8-645e4b352161,305.jpg,1.0,4.0
22238ce0-f354-4f59-af8a-2897abf15723,16273.jpg,0.0,
2237b9c6-2fbf-4c55-b2a6-824c6621ebe6,14200.jpg,0.0,
223d92ed-5b9d-4dd6-af5f-7a8c0a79810b,17621.jpg,1.0,3.0
223f4c9f-6a3f-40e0-9bc5-ed9cffb0fda5,2612.jpg,0.0,
2248f3ad-52b5-4bc7-945a-61224e62f529,4103.jpg,1.0,2.0
22497985-f6d7-44a3-aa46-dea845e2b1cd,1984.jpg,0.0,
225a83b2-dbc6-4c3c-863c-00ce0595a020,2626.jpg,0.0,
225b5641-3dca-4db5-99ed-ba2c62e78aad,4064.jpg,0.0,
225f5fcc-ba36-4174-bc6b-8eae72f6d840,1566.jpg,0.0,
2270914f-3d1c-436a-bf97-024be3af2d55,110.jpg,1.0,8.0
2271a5ce-c104-4170-9f23-07de60f6dad9,17510.jpg,1.0,5.0
227a1ac1-a4d4-4331-a2dd-5edbab60eead,17467.jpg,1.0,4.0
227b3a9e-05e4-49df-9d44-7872b373385c,17327.jpg,0.0,
227b6ef3-c24e-4a3c-887d-58ca987d0116,3856.jpg,0.0,
227ce913-2662-43fc-b327-b322133d1e63,16197.jpg,0.0,
22813d97-9916-4b84-9970-b440d6790541,54.jpg,0.0,
22881f62-e198-43d6-addc-d7a362a4ecd8,5891.jpg,1.0,2.0
2289a1f0-926b-4184-a111-51e873569793,1288.jpg,1.0,2.0
228ac4b4-c2f7-4402-b8d3-4e012c3f224e,255.jpg,0.0,
228f691c-835a-45fa-bb02-dfc70bebd777,1540.jpg,1.0,4.0
22915a50-2835-4f0b-aa9c-885f08ce0d90,1308.jpg,0.0,
2296a5fb-1f63-4833-bc8f-794c81bd43cf,3428.jpg,0.0,
22981e7e-5ce2-4901-9778-83d17ba11027,17527.jpg,1.0,4.0
229b939c-1860-4c35-9042-5af91c626e6c,6068.jpg,0.0,
229ca9fe-69df-4bd2-a77c-fd41a5b68f77,2711.jpg,0.0,
229e35a2-aeea-43c1-aae0-2bde713ad31c,14262.jpg,0.0,
22a65d3a-397c-48d8-8ff8-e73356c43068,15711.jpg,1.0,2.0
22a857ec-35bc-4dcf-971d-4ade8b974609,1654.jpg,0.0,
22abf4d7-90a5-4914-bb38-6ec2344250f4,5310.jpg,0.0,
22b2e9ae-cc80-46e4-9f65-77f661da263e,17482.jpg,1.0,5.0
22b88886-49bc-48d8-bbef-3696ea872bb0,17127.jpg,0.0,
22c1612c-c3f3-439a-a7f6-e822a6430477,16378.jpg,1.0,2.0
22c767dc-92e7-4e53-9794-ae56eaa25c46,476.jpg,1.0,2.0
22c77254-7b73-4a19-9bfc-36642dea7bf7,2876.jpg,1.0,1.0
22c91e4e-3e9b-4e29-879b-753c0ada4ce9,1225.jpg,0.0,
22d42925-db6d-401d-b9ed-9de8f5a49a2e,5525.jpg,1.0,1.0
22d55fdf-e5c0-4234-90fa-888acdcfdd37,1773.jpg,1.0,1.0
22d708cc-f111-4137-bd4e-8379063108ab,4030.jpg,0.0,
22d8f20b-1704-43f7-a3c8-d4ca71f81893,17351.jpg,1.0,2.0
22de8837-39cc-42ba-99a8-b38bfd631662,533.jpg,1.0,3.0
22e10c20-02df-4245-a1d7-1551cceff590,15729.jpg,1.0,2.0
22e38ce7-fe08-4ca7-a249-64c6942dcf69,225.jpg,0.0,
22ed7fba-36e4-42f2-aeb0-7bea6f2a8491,16020.jpg,1.0,2.0
22eec4a5-b5e8-4476-98d5-96d935495cc5,15466.jpg,1.0,2.0
22f14e27-205e-41b9-b4f9-bba995ceb83c,2056.jpg,0.0,
22f3bcf6-ce79-429b-8e5b-25d345aee301,1963.jpg,0.0,
230a8c10-03bd-4e6c-be79-3eccb67f521d,16335.jpg,1.0,2.0
230e3ed2-3b1f-4d1b-bb78-beb15f3777d4,1287.jpg,0.0,
230e74ad-2382-4a3c-a24d-e544b7d9b7b2,747.jpg,1.0,1.0
230ec83d-c48b-4a05-9901-ed42839ac253,16252.jpg,0.0,
230f3193-ea93-48b2-9722-6cff8f3d0747,17622.jpg,1.0,3.0
2310f4b2-107a-4553-9ab4-9c4d30341cb1,17259.jpg,0.0,
2317546a-e8d1-40dc-9767-81a83bb71125,2629.jpg,0.0,
2317c957-b71b-4a71-83d5-3a57a1dd78da,2270.jpg,0.0,
231ad4fe-4616-4a2f-9340-ad6794b4026c,1289.jpg,1.0,2.0
23257e98-b9c9-428e-9845-3ea421ce5c10,14535.jpg,0.0,
23265932-cb59-438b-bbb2-764923b9de2f,2485.jpg,1.0,4.0
23268b8d-d47a-47ef-a249-2d13a01df8f9,15246.jpg,0.0,
23408e8c-24b9-4029-a930-c54a7f3b9313,5141.jpg,0.0,
23431c20-f1e8-4f54-ab8d-f9d1ac32dfab,1256.jpg,0.0,
234705bd-6f4e-43b0-aafa-117506245ec7,3155.jpg,1.0,3.0
2347f672-2f7b-4290-a5d4-bba13eb2b05b,16934.jpg,1.0,1.0
2352b49d-05ff-4bfb-afb6-12f7138aadc9,4604.jpg,0.0,
2353840e-6a4e-434a-9705-4e418bbdeef8,13764.jpg,1.0,1.0
23539e30-7dae-4543-a181-8e2e8fbfcb43,15564.jpg,1.0,5.0
23558062-66e3-45ac-aec4-c40467b7a912,17117.jpg,0.0,
235a7e7b-1dc2-4ead-a59e-4e1c62101ea4,276.jpg,0.0,
235ddb9a-a427-4a12-be2f-ce8201d7e567,3409.jpg,0.0,
235f18da-c44e-48c7-9001-f4b2d472f56c,2383.jpg,1.0,1.0
2367fb01-7360-43cf-a7b4-39d4817edab4,3816.jpg,0.0,
236a1ca4-d7b5-48de-ad9a-406e90524638,2263.jpg,0.0,
236dca0e-0216-41e6-a261-7278d6bc1acb,3223.jpg,0.0,
23787d08-c93e-4afd-b01c-d46996b60326,17252.jpg,0.0,
237911ff-bdaf-46b5-bcba-4abe46963486,16428.jpg,1.0,2.0
237ec50c-da80-42a6-8ef0-382cb44e5af0,5831.jpg,0.0,
23830a0e-6c8b-408c-8e71-75738e5df643,3956.jpg,1.0,1.0
2388dc9d-ea69-4470-9767-1a41831a635e,13982.jpg,1.0,5.0
23900afa-34e4-4f1d-8fe0-534943ecdfbc,17092.jpg,0.0,
2391dca7-bfab-4479-8084-915a1ebb1261,14047.jpg,1.0,2.0
2392d92a-899c-4acf-8f02-21f8ea6a706b,6127.jpg,0.0,
23a08d37-e16f-4434-aea5-b0ebe7d26f25,15677.jpg,1.0,2.0
23a10000-a6c7-4fcc-817b-b88174f65581,4188.jpg,1.0,2.0
23a29d8e-973e-4cf5-ba06-ef30dd1d6437,14423.jpg,0.0,
23a73844-e997-4b9c-a791-0c8aac61a22a,3846.jpg,0.0,
23a7d9fa-a242-4921-a2ea-3648bb90ad4a,4824.jpg,1.0,1.0
23aae4e7-e8cd-436a-aba5-810f8a74616b,1429.jpg,1.0,2.0
23af6c9b-890a-4af1-bdd2-681d5925ac62,14050.jpg,1.0,2.0
23b1a09d-181f-49d5-80f3-c7e6f54c4439,483.jpg,0.0,
23b51772-f559-4b7e-a5e4-ef2566f40586,2278.jpg,0.0,
23ba5f16-5c38-4bac-86e3-0df647e6e0ba,1232.jpg,0.0,
23ba74c9-098e-4d0d-a9a0-228b90eb5b70,17553.jpg,1.0,4.0
23c0870a-5f9e-4e4e-a0ca-16a8a86aa70e,5991.jpg,0.0,
23c2bb9e-be2e-4911-97de-96987bf47165,277.jpg,0.0,
23c547ba-d42c-400f-a8ae-5b00c97d06c2,3855.jpg,0.0,
23ca8393-ac8e-49ea-88ea-835d15a210fd,510.jpg,1.0,2.0
23d08e4b-8584-482e-9b24-623eab753031,1439.jpg,0.0,
23d217e6-4d02-4bf5-aaa6-ce7a4a793648,14739.jpg,0.0,
23d43333-141d-4580-a943-e47959a0c588,6101.jpg,0.0,
23d7512d-0219-4d8e-b3b6-81593f43f33c,668.jpg,1.0,1.0
23def2ee-1b13-47d5-8cee-a417acff596d,4195.jpg,1.0,2.0
23df0ca9-2fcd-4d5f-8d06-9e109a1cf3ca,17196.jpg,0.0,
